gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,gs_levels,rationale,gap_notes,model,timestamp
ARCH.3.1,Netzabdeckung,normal-SdT,vollständig,0.6703,NET.2.1.A13; NET.2.1.A4; NET.2.1.A14; NET.2.1.A2; NET.2.1.A1,NET.2.1.A13: Regelmäßige Sicherheitschecks in WLANs; NET.2.1.A4: Geeignete Aufstellung von Access Points; NET.2.1.A14: Regelmäßige Audits der WLAN-Komponenten; NET.2.1.A2: Auswahl eines geeigneten WLAN-Standards; NET.2.1.A1: Festlegung einer Strategie für den Einsatz von WLANs,Standard; Basis; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.3.3,SSIDs,normal-SdT,vollständig,0.6214,NET.2.1.A2; NET.2.1.A5; NET.2.2.A1,NET.2.1.A2: Auswahl eines geeigneten WLAN-Standards; NET.2.1.A5: Sichere Basis-Konfiguration der Access Points; NET.2.2.A1: Erstellung einer Nutzungsrichtlinie für WLAN,Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.3.4,Verschlüsselte Netzanbindung,normal-SdT,vollständig,0.7033,NET.2.1.A3; NET.1.1.A7; NET.1.1.A34; NET.2.1.A17; NET.2.1.A2,NET.2.1.A3: Auswahl geeigneter Kryptoverfahren für WLAN; NET.1.1.A7: Absicherung von schützenswerten Informationen; NET.1.1.A34: Einsatz kryptografischer Verfahren auf Netzebene; NET.2.1.A17: Absicherung der Kommunikation zwischen Access Points; NET.2.1.A2: Auswahl eines geeigneten WLAN-Standards,Basis; Basis; Erhöht; Erhöht; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.4.1.2,Quarantäne,erhöht,vollständig,0.615,NET.1.1.A11; NET.1.1.A7; NET.1.1.A4,NET.1.1.A11: Absicherung eingehender Kommunikation vom Internet in das interne Netz; NET.1.1.A7: Absicherung von schützenswerten Informationen; NET.1.1.A4: Netztrennung in Zonen,Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.4.2,Autorisiertes Routing,normal-SdT,vollständig,0.6416,NET.3.1.A20; NET.3.1.A4; NET.3.1.A1; NET.3.1.A18; APP.4.2.A15,NET.3.1.A20: Sicherheitsaspekte von Routing-Protokollen; NET.3.1.A4: Schutz der Administrationsschnittstellen; NET.3.1.A1: Sichere Grundkonfiguration eines Routers oder Switches; NET.3.1.A18: Einrichtung von Access Control Lists; APP.4.2.A15: Sichere Konfiguration des SAP-Routers,Standard; Basis; Basis; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1,Einschränkung und Inspektion von Verbindungen,normal-SdT,vollständig,0.6884,NET.1.1.A4; NET.1.1.A21; NET.1.1.A11; NET.3.2.A2; NET.3.2.A6,NET.1.1.A4: Netztrennung in Zonen; NET.1.1.A21: Separierung des Management-Bereichs; NET.1.1.A11: Absicherung eingehender Kommunikation vom Internet in das interne Netz; NET.3.2.A2: Festlegen der Firewall-Regeln; NET.3.2.A6: Schutz der Administrationsschnittstellen,Basis; Standard; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.1,Blockieren anfälliger Netzprotokolle,normal-SdT,vollständig,0.6824,NET.1.1.A7; NET.1.2.A31; NET.1.1.A9; NET.1.1.A34; NET.1.2.A9,NET.1.1.A7: Absicherung von schützenswerten Informationen; NET.1.2.A31: Grundsätzliche Nutzung von sicheren Protokollen; NET.1.1.A9: Grundlegende Absicherung der Kommunikation mit nicht vertrauenswürdigen Netzen; NET.1.1.A34: Einsatz kryptografischer Verfahren auf Netzebene; NET.1.2.A9: Absicherung der Netzmanagement-Kommunikation und des Zugriffs auf Netz-Management-Werkzeuge,Basis; Erhöht; Basis; Erhöht; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.2,Netzbasierte Angriffe,normal-SdT,vollständig,0.6779,NET.1.1.A30; NET.1.1.A9; NET.1.1.A7; NET.1.1.A8; NET.1.1.A16,NET.1.1.A30: Schutz vor Distributed-Denial-of-Service; NET.1.1.A9: Grundlegende Absicherung der Kommunikation mit nicht vertrauenswürdigen Netzen; NET.1.1.A7: Absicherung von schützenswerten Informationen; NET.1.1.A8: Grundlegende Absicherung des Internetzugangs; NET.1.1.A16: Spezifikation der Netzarchitektur,Erhöht; Basis; Basis; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.3,TCP-basierte Angriffe,normal-SdT,vollständig,0.6248,NET.1.1.A30; NET.1.1.A7; NET.1.1.A8; NET.3.1.A17; NET.1.2.A31,NET.1.1.A30: Schutz vor Distributed-Denial-of-Service; NET.1.1.A7: Absicherung von schützenswerten Informationen; NET.1.1.A8: Grundlegende Absicherung des Internetzugangs; NET.3.1.A17: Schutz vor DoS- und DDoS-Angriffen; NET.1.2.A31: Grundsätzliche Nutzung von sicheren Protokollen,Erhöht; Basis; Basis; Standard; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.4,UDP-basierte Angriffe,normal-SdT,vollständig,0.652,NET.1.1.A30; NET.3.2.A19,"NET.1.1.A30: Schutz vor Distributed-Denial-of-Service; NET.3.2.A19: Schutz vor TCP SYN Flooding, UDP Paket Storm und Sequence Number Guessing am Paketfilter",Erhöht; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.6,Blockieren direkter Management-Verbindungen,normal-SdT,vollständig,0.6883,NET.3.2.A18; NET.1.1.A11; NET.3.1.A4; NET.1.2.A21; NET.3.2.A6,NET.3.2.A18: Administration über ein gesondertes Managementnetz; NET.1.1.A11: Absicherung eingehender Kommunikation vom Internet in das interne Netz; NET.3.1.A4: Schutz der Administrationsschnittstellen; NET.1.2.A21: Entkopplung der Netzmanagement-Kommunikation; NET.3.2.A6: Schutz der Administrationsschnittstellen,Standard; Basis; Basis; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.7,Edge-Routing,normal-SdT,vollständig,0.6403,NET.3.1.A20; NET.3.2.A8; NET.3.1.A1,NET.3.1.A20: Sicherheitsaspekte von Routing-Protokollen; NET.3.2.A8: Unterbindung von dynamischem Routing; NET.3.1.A1: Sichere Grundkonfiguration eines Routers oder Switches,Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.9,Filterung von DNS,normal-SdT,vollständig,0.6198,APP.3.6.A4; APP.3.6.A13; APP.3.6.A16; APP.3.6.A15; NET.3.2.A28,"APP.3.6.A4: Sichere Grundkonfiguration eines DNS-Servers; APP.3.6.A13: Einschränkung der Sichtbarkeit von Domain-Informationen; APP.3.6.A16: Integration eines DNS-Servers in eine ""P-A-P""-Struktur; APP.3.6.A15: Auswertung der Logdaten; NET.3.2.A28: Zentrale Filterung von aktiven Inhalten",Basis; Standard; Standard; Standard; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.1.13,Produktdiversität,erhöht,vollständig,0.6063,NET.3.2.A27,NET.3.2.A27: Einsatz verschiedener Firewall-Betriebssysteme und -Produkte in einer mehrstufigen Firewall-Architektur,Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.5.2,Blockieren direkter öffentlicher Verbindungen,normal-SdT,vollständig,0.6256,NET.3.2.A2; NET.1.1.A4; NET.1.1.A8; NET.3.2.A28; NET.3.2.A4,NET.3.2.A2: Festlegen der Firewall-Regeln; NET.1.1.A4: Netztrennung in Zonen; NET.1.1.A8: Grundlegende Absicherung des Internetzugangs; NET.3.2.A28: Zentrale Filterung von aktiven Inhalten; NET.3.2.A4: Sichere Konfiguration der Firewall,Basis; Basis; Basis; Erhöht; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.6.2,Verschlüsselung von Weiterverkehrsverbindungen,normal-SdT,vollständig,0.7005,NET.1.1.A34; NET.1.1.A11; NET.1.1.A7; NET.3.2.A21; APP.2.1.A13,NET.1.1.A34: Einsatz kryptografischer Verfahren auf Netzebene; NET.1.1.A11: Absicherung eingehender Kommunikation vom Internet in das interne Netz; NET.1.1.A7: Absicherung von schützenswerten Informationen; NET.3.2.A21: Temporäre Entschlüsselung des Datenverkehrs; APP.2.1.A13: Absicherung der Kommunikation mit Verzeichnisdiensten,Erhöht; Basis; Basis; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.7.1,Dedizierte Hostsysteme für Server,normal-SdT,vollständig,0.6176,SYS.1.1.A1; SYS.1.5.A20; SYS.1.5.A3,SYS.1.1.A1: Zugriffsschutz und Nutzung; SYS.1.5.A20: Verwendung von hochverfügbaren Architekturen; SYS.1.5.A3: Sichere Konfiguration virtueller IT-Systeme,Basis; Erhöht; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.7.2,Dedizierte Hardware,erhöht,vollständig,0.618,SYS.1.5.A20,SYS.1.5.A20: Verwendung von hochverfügbaren Architekturen,Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.7.3,Entwicklungs- und Testumgebungen,normal-SdT,vollständig,0.6361,SYS.1.5.A10; SYS.1.5.A2; SYS.1.5.A8; SYS.1.5.A15; SYS.1.5.A3,SYS.1.5.A10: Einführung von Verwaltungsprozessen für virtuelle IT-Systeme; SYS.1.5.A2: Sicherer Einsatz virtueller IT-Systeme; SYS.1.5.A8: Planung einer virtuellen Infrastruktur; SYS.1.5.A15: Betrieb von Gast-Betriebssystemen mit unterschiedlichem Schutzbedarf; SYS.1.5.A3: Sichere Konfiguration virtueller IT-Systeme,Standard; Basis; Standard; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ARCH.9.5,Schutz gegen volumetrische DoS-Angriffe,erhöht,vollständig,0.6717,NET.1.1.A30; NET.3.1.A17,NET.1.1.A30: Schutz vor Distributed-Denial-of-Service; NET.3.1.A17: Schutz vor DoS- und DDoS-Angriffen,Erhöht; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.1.1,Verfahren und Regelungen,normal-SdT,vollständig,0.6085,OPS.1.1.1.A6; INF.9.A2; INF.11.A3,OPS.1.1.1.A6: Durchführung des IT-Asset-Managements; INF.9.A2: Regelungen für mobile Arbeitsplätze; INF.11.A3: Regelungen für die Fahrzeugbenutzung,Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.1.1.1,Dokumentation,normal-SdT,vollständig,0.6661,OPS.1.1.2.A11; INF.13.A2; OPS.1.1.1.A13; INF.12.A10; OPS.1.1.2.A5,OPS.1.1.2.A11: Dokumentation von IT-Administrationstätigkeiten; INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation; INF.12.A10: Dokumentation und Kennzeichnung der Verkabelung; OPS.1.1.2.A5: Nachweisbarkeit von administrativen Tätigkeiten,Standard; Basis; Standard; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.1.1.2,Zuweisung der Aufgaben,normal-SdT,vollständig,0.656,OPS.1.1.1.A2; IND.1.A7; OPS.1.1.1.A12; OPS.1.1.1.A1; CON.8.A1,OPS.1.1.1.A2: Festlegung von Rollen und Berechtigungen für den IT-Betrieb; IND.1.A7: Etablieren einer übergreifenden Berechtigungsverwaltung zwischen der OT und in der Office-IT; OPS.1.1.1.A12: Spezifikation und Umsetzung klarer Betriebsprozesse; OPS.1.1.1.A1: Festlegung der Aufgaben und Zuständigkeiten des IT-Betriebs; CON.8.A1: Definition von Rollen und Zuständigkeiten,Basis; Standard; Standard; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.1.1.3,Bekanntgabe,normal-SdT,vollständig,0.6362,OPS.1.1.1.A13; INF.13.A2; OPS.1.1.2.A5; IND.1.A7; OPS.1.1.2.A11,OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation; INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; OPS.1.1.2.A5: Nachweisbarkeit von administrativen Tätigkeiten; IND.1.A7: Etablieren einer übergreifenden Berechtigungsverwaltung zwischen der OT und in der Office-IT; OPS.1.1.2.A11: Dokumentation von IT-Administrationstätigkeiten,Standard; Basis; Basis; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.1.2,Regelmäßige Überprüfung,normal-SdT,vollständig,0.6623,APP.4.3.A20; IND.1.A17; OPS.1.1.1.A7; OPS.1.2.2.A13; APP.3.1.A22,APP.4.3.A20: Regelmäßige Audits; IND.1.A17: Regelmäßige Sicherheitsüberprüfung; OPS.1.1.1.A7: Sicherstellung eines ordnungsgemäßen IT-Betriebs; OPS.1.2.2.A13: Regelmäßige Revision der Archivierungsprozesse; APP.3.1.A22: Penetrationstest und Revision,Standard; Erhöht; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.2.1,Inventar der Informationen,normal-SdT,vollständig,0.6505,APP.6.A9; OPS.1.1.1.A6; OPS.1.1.1.A13; INF.11.A5; INF.13.A8,APP.6.A9: Inventarisierung von Software; OPS.1.1.1.A6: Durchführung des IT-Asset-Managements; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation; INF.11.A5: Erstellung einer Inventarliste; INF.13.A8: Erstellung und Pflege eines Inventars für das TGM,Standard; Standard; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.2.1.1,Informationsverantwortung,normal-SdT,vollständig,0.6108,OPS.1.1.1.A6; OPS.1.1.1.A2; INF.11.A3; IND.1.A7,OPS.1.1.1.A6: Durchführung des IT-Asset-Managements; OPS.1.1.1.A2: Festlegung von Rollen und Berechtigungen für den IT-Betrieb; INF.11.A3: Regelungen für die Fahrzeugbenutzung; IND.1.A7: Etablieren einer übergreifenden Berechtigungsverwaltung zwischen der OT und in der Office-IT,Standard; Basis; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.2.2,Inventar der Systeme,normal-SdT,vollständig,0.6568,OPS.1.1.1.A6; APP.6.A9; INF.11.A5; INF.13.A8; OPS.1.1.1.A13,OPS.1.1.1.A6: Durchführung des IT-Asset-Managements; APP.6.A9: Inventarisierung von Software; INF.11.A5: Erstellung einer Inventarliste; INF.13.A8: Erstellung und Pflege eines Inventars für das TGM; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation,Standard; Standard; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.2.2.1,Aufdecken unautorisierter IT-Systeme,normal-SdT,vollständig,0.6124,OPS.1.1.1.A20; OPS.1.1.2.A16; IND.1.A15; INF.14.A11; OPS.1.1.1.A6,OPS.1.1.1.A20: Prüfen auf Schwachstellen; OPS.1.1.2.A16: Erweiterte Sicherheitsmaßnahmen für Administrationszugänge; IND.1.A15: Überwachung von weitreichenden Berechtigungen; INF.14.A11: Absicherung von frei zugänglichen Ports und Zugängen der GA; OPS.1.1.1.A6: Durchführung des IT-Asset-Managements,Standard; Standard; Erhöht; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.2.3,Inventar der Anwendungen,normal-SdT,vollständig,0.6819,APP.6.A9; APP.6.A4; APP.6.A3; APP.6.A8; OPS.1.1.1.A6,APP.6.A9: Inventarisierung von Software; APP.6.A4: Regelung für die Installation und Konfiguration von Software; APP.6.A3: Sichere Beschaffung von Software; APP.6.A8: Regelung zur Verfügbarkeit der Installationsdateien; OPS.1.1.1.A6: Durchführung des IT-Asset-Managements,Standard; Basis; Basis; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.2.3.1,Autorisierung von Anwendungen,normal-SdT,vollständig,0.6691,APP.6.A4; IND.1.A7; OPS.1.1.1.A2; APP.1.4.A5; IND.1.A15,APP.6.A4: Regelung für die Installation und Konfiguration von Software; IND.1.A7: Etablieren einer übergreifenden Berechtigungsverwaltung zwischen der OT und in der Office-IT; OPS.1.1.1.A2: Festlegung von Rollen und Berechtigungen für den IT-Betrieb; APP.1.4.A5: Minimierung und Kontrolle von App-Berechtigungen; IND.1.A15: Überwachung von weitreichenden Berechtigungen,Basis; Standard; Basis; Basis; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.2.3.2,Software Bill of Materials (SBOM),normal-SdT,vollständig,0.6328,APP.6.A9; APP.6.A3; CON.8.A12; OPS.1.1.1.A13; APP.7.A6,APP.6.A9: Inventarisierung von Software; APP.6.A3: Sichere Beschaffung von Software; CON.8.A12: Ausführliche Dokumentation; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation; APP.7.A6: Dokumentation der Anforderungen an die Individualsoftware,Standard; Basis; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.3.3,Kennzeichnung,normal-SdT,vollständig,0.6366,CON.11.1.A7,"CON.11.1.A7: Kennzeichnung von elektronischen VS und Datenträgern nach §§ 20, 54 und Anlage III, V und VIII zur VSA",Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.3.4,Kennzeichnung ohne vertrauliche Daten,normal-SdT,vollständig,0.6172,APP.2.1.A13; INF.9.A9; OPS.1.1.1.A13; SYS.2.1.A28; INF.9.A6,APP.2.1.A13: Absicherung der Kommunikation mit Verzeichnisdiensten; INF.9.A9: Verschlüsselung tragbarer IT-Systeme und Datenträger; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation; SYS.2.1.A28: Verschlüsselung der Clients; INF.9.A6: Entsorgung von vertraulichen Informationen,Standard; Standard; Standard; Erhöht; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.3.7,Pseudonymisierung,erhöht,vollständig,0.621,OPS.1.1.6.A11,OPS.1.1.6.A11: Verwendung von anonymisierten oder pseudonymisierten Testdaten,Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.3.8,Anonymisierung,erhöht,vollständig,0.6115,OPS.1.1.6.A11,OPS.1.1.6.A11: Verwendung von anonymisierten oder pseudonymisierten Testdaten,Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.3.9,Aktualisierung,erhöht,vollständig,0.6087,APP.4.3.A20; APP.4.3.A9; APP.4.3.A17,APP.4.3.A20: Regelmäßige Audits; APP.4.3.A9: Datensicherung eines Datenbanksystems; APP.4.3.A17: Datenübernahme oder Migration,Standard; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.3.11,Autorisierung von Systemen,normal-SdT,vollständig,0.6498,INF.11.A3; INF.9.A2; IND.1.A15; IND.1.A7; OPS.1.1.1.A2,INF.11.A3: Regelungen für die Fahrzeugbenutzung; INF.9.A2: Regelungen für mobile Arbeitsplätze; IND.1.A15: Überwachung von weitreichenden Berechtigungen; IND.1.A7: Etablieren einer übergreifenden Berechtigungsverwaltung zwischen der OT und in der Office-IT; OPS.1.1.1.A2: Festlegung von Rollen und Berechtigungen für den IT-Betrieb,Basis; Basis; Erhöht; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.3.14,Reserve physischer Assets,normal-SdT,vollständig,0.6212,OPS.1.1.1.A6; OPS.1.1.1.A4,OPS.1.1.1.A6: Durchführung des IT-Asset-Managements; OPS.1.1.1.A4: Bereitstellen ausreichender Personal- und Sachressourcen,Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.4.2,Vertraulichkeit und Integrität beim Transport,normal-SdT,vollständig,0.6321,APP.2.1.A13; INF.9.A9; SYS.1.8.A23; OPS.3.2.A20; SYS.4.5.A14,APP.2.1.A13: Absicherung der Kommunikation mit Verzeichnisdiensten; INF.9.A9: Verschlüsselung tragbarer IT-Systeme und Datenträger; SYS.1.8.A23: Einsatz von Verschlüsselung für Speicherlösungen; OPS.3.2.A20: Verschlüsselte Datenübertragung und -speicherung; SYS.4.5.A14: Sichere Versandart und Verpackung,Standard; Standard; Erhöht; Erhöht; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.4.3,Autorisierung von Veröffentlichungen,normal-SdT,vollständig,0.6043,APP.3.2.A7; IND.1.A15,APP.3.2.A7: Rechtliche Rahmenbedingungen für Webangebote; IND.1.A15: Überwachung von weitreichenden Berechtigungen,Basis; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.4.5,Vereinbarungen zum Austausch,normal-SdT,vollständig,0.6435,CON.9.A4; CON.9.A2; CON.9.A9; APP.7.A9; OPS.3.2.A20,CON.9.A4: Vereinbarungen zum Informationsaustausch mit Externen; CON.9.A2: Regelung des Informationsaustausches; CON.9.A9: Vertraulichkeitsvereinbarungen; APP.7.A9: Treuhänderische Hinterlegung; OPS.3.2.A20: Verschlüsselte Datenübertragung und -speicherung,Standard; Basis; Erhöht; Erhöht; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.5.1,Wartungsbedarf dokumentieren,normal-SdT,vollständig,0.6565,OPS.1.1.1.A19; INF.11.A2; OPS.1.2.5.A7; INF.13.A17; INF.12.A10,"OPS.1.1.1.A19: Regelungen für Wartungs- und Reparaturarbeiten; INF.11.A2: Wartung, Inspektion und Updates; OPS.1.2.5.A7: Dokumentation bei der Fernwartung; INF.13.A17: Regelung von Wartungs- und Reparaturarbeiten im TGM; INF.12.A10: Dokumentation und Kennzeichnung der Verkabelung",Standard; Basis; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.5.2,Geregelte Wartungen,normal-SdT,vollständig,0.6848,OPS.1.1.1.A26; OPS.1.1.1.A19; INF.11.A2; INF.13.A18; OPS.1.2.5.A19,"OPS.1.1.1.A26: Proaktive Instandhaltung im IT-Betrieb; OPS.1.1.1.A19: Regelungen für Wartungs- und Reparaturarbeiten; INF.11.A2: Wartung, Inspektion und Updates; INF.13.A18: Proaktive Instandhaltung im TGM; OPS.1.2.5.A19: Fernwartung durch Dritte",Erhöht; Standard; Basis; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.5.4,Behandlung als Änderungen und Tests,normal-SdT,vollständig,0.6706,OPS.1.1.1.A19; INF.11.A2; OPS.1.1.1.A26; OPS.1.1.1.A7; OPS.1.1.3.A15,"OPS.1.1.1.A19: Regelungen für Wartungs- und Reparaturarbeiten; INF.11.A2: Wartung, Inspektion und Updates; OPS.1.1.1.A26: Proaktive Instandhaltung im IT-Betrieb; OPS.1.1.1.A7: Sicherstellung eines ordnungsgemäßen IT-Betriebs; OPS.1.1.3.A15: Regelmäßige Aktualisierung von IT-Systemen und Software",Standard; Basis; Erhöht; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.5.5,Wartungsfenster,normal-SdT,vollständig,0.6658,OPS.1.1.1.A19; INF.11.A2; OPS.1.2.5.A19; OPS.1.1.1.A26; OPS.1.2.5.A24,"OPS.1.1.1.A19: Regelungen für Wartungs- und Reparaturarbeiten; INF.11.A2: Wartung, Inspektion und Updates; OPS.1.2.5.A19: Fernwartung durch Dritte; OPS.1.1.1.A26: Proaktive Instandhaltung im IT-Betrieb; OPS.1.2.5.A24: Absicherung integrierter Fernwartungssysteme",Standard; Basis; Standard; Erhöht; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.5.7,Dokumentation von Wartungen,normal-SdT,vollständig,0.6688,OPS.1.1.1.A19; OPS.1.1.2.A11; OPS.1.2.5.A7; OPS.1.1.1.A13; OPS.1.1.1.A6,OPS.1.1.1.A19: Regelungen für Wartungs- und Reparaturarbeiten; OPS.1.1.2.A11: Dokumentation von IT-Administrationstätigkeiten; OPS.1.2.5.A7: Dokumentation bei der Fernwartung; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation; OPS.1.1.1.A6: Durchführung des IT-Asset-Managements,Standard; Standard; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.6.1,Abhandenkommen,normal-SdT,vollständig,0.6126,CON.3.A2; CON.6.A2; INF.9.A10; SYS.4.5.A2; OPS.1.1.1.A13,CON.3.A2: Festlegung der Verfahrensweisen für die Datensicherung; CON.6.A2: Ordnungsgemäßes Löschen und Vernichten von schützenswerten Betriebsmitteln und Informationen; INF.9.A10: Einsatz von Diebstahlsicherungen; SYS.4.5.A2: Verlust- und Manipulationsmeldung; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation,Basis; Basis; Erhöht; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.6.2,Rückkehr abhandengekommener Assets,normal-SdT,vollständig,0.6044,OPS.1.1.1.A6,OPS.1.1.1.A6: Durchführung des IT-Asset-Managements,Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.6.4,Zurücksetzen auf Ausgangszustand,normal-SdT,vollständig,0.6366,CON.11.1.A13; CON.6.A2; SYS.2.1.A27; CON.6.A13; INF.10.A9,"CON.11.1.A13: Löschung elektronischer VS, Vernichtung von Datenträgern und IT-Produkten nach §§ 32, 56 und Nr. 8 Anlage V zur VSA; CON.6.A2: Ordnungsgemäßes Löschen und Vernichten von schützenswerten Betriebsmitteln und Informationen; SYS.2.1.A27: Geregelte Außerbetriebnahme eines Clients; CON.6.A13: Vernichtung defekter digitaler Datenträger; INF.10.A9: Zurücksetzen von Schulungs- und Präsentationsrechnern",Basis; Basis; Standard; Standard; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.7.1,Nicht mehr benötigte Anwendungen,normal-SdT,vollständig,0.6509,APP.6.A13; SYS.2.1.A16; APP.1.4.A12; IND.2.1.A4; APP.1.1.A12,"APP.6.A13: Deinstallation von Software; SYS.2.1.A16: Deaktivierung und Deinstallation nicht benötigter Komponenten und Kennungen; APP.1.4.A12: Sichere Deinstallation von Apps; IND.2.1.A4: Deaktivierung oder Deinstallation nicht genutzter Dienste, Funktionen und Schnittstellen; APP.1.1.A12: Verzicht auf Cloud-Speicherung",Standard; Standard; Standard; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.7.2,Aufbewahrungs- und Löschfristen,normal-SdT,vollständig,0.6573,CON.3.A2; CON.6.A2; SYS.4.1.A17; CON.1.A2; APP.4.3.A23,CON.3.A2: Festlegung der Verfahrensweisen für die Datensicherung; CON.6.A2: Ordnungsgemäßes Löschen und Vernichten von schützenswerten Betriebsmitteln und Informationen; SYS.4.1.A17: Schutz von Nutz- und Metadaten; CON.1.A2: Datensicherung beim Einsatz kryptografischer Verfahren; APP.4.3.A23: Archivierung,Basis; Basis; Standard; Basis; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
ASST.7.2.1,Langfristige Archivierung,erhöht,vollständig,0.6789,APP.4.3.A23; OPS.1.2.2.A18; OPS.1.2.2.A16; OPS.1.2.2.A8; OPS.1.2.2.A9,APP.4.3.A23: Archivierung; OPS.1.2.2.A18: Verwendung geeigneter Archivmedien; OPS.1.2.2.A16: Regelmäßige Erneuerung technischer Archivsystem-Komponenten; OPS.1.2.2.A8: Protokollierung der Archivzugriffe; OPS.1.2.2.A9: Auswahl geeigneter Datenformate für die Archivierung von Dokumenten,Erhöht; Standard; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
